fight_id,date,event,fighter_a,fighter_b,winner,commence_time,entry_snapshot_ts,entry_lead_hours,entry_n_books,entry_odds_a,entry_odds_b,entry_prob_a,entry_source,close_snapshot_ts,close_lead_hours,close_n_books,close_odds_a,close_odds_b,close_prob_a,close_source
788edc51c0984e437763,2025-11-08 00:00:00+00:00,UFC Fight Night: Bonfim vs. Brown,Muslim Salikhov,Uros Medic,B,2025-11-09 00:00:00+00:00,2025-11-07 21:40:38+00:00,26.322777777777777,8.0,126.0,-150.0,0.4231735472342536,odds_api_book_consensus,2025-11-08 21:25:37+00:00,2.5730555555555554,8.0,110.0,-132.5,0.4540462122134412,odds_api_book_consensus
78b5f698d27c8288b84c,2025-08-09 00:00:00+00:00,UFC Fight Night: Dolidze vs. Hernandez,Elijah Smith,Toshiomi Kazama,A,2025-08-09 22:15:00+00:00,2025-08-08 19:55:39+00:00,26.3225,7.0,-750.0,540.0,0.8510909380474598,odds_api_book_consensus,2025-08-09 19:40:38+00:00,2.5727777777777776,7.0,-800.0,550.0,0.8524590163934426,odds_api_book_consensus
78ff8b7f434a57d3d8c3,2021-03-20 00:00:00+00:00,UFC Fight Night: Brunson vs. Holland,Marion Reneau,Macy Chiasson,B,2021-03-21 01:35:00+00:00,2021-03-19 23:25:00+00:00,26.166666666666668,15.0,175.0,-222.0,0.3437582128777924,odds_api_book_consensus,2021-03-20 23:15:00+00:00,2.3333333333333335,15.0,180.0,-222.0,0.3437582128777924,odds_api_book_consensus
790e567e38ca1fbdce0b,2022-06-18 00:00:00+00:00,UFC Fight Night: Kattar vs. Emmett,Jasmine Jasudavicius,Natalia Silva,B,2022-06-18 20:00:00+00:00,2022-06-17 19:55:00+00:00,24.083333333333332,15.0,-250.0,195.0,0.6781609195402298,odds_api_book_consensus,2022-06-18 19:45:00+00:00,0.25,15.0,-244.0,195.0,0.6781609195402298,odds_api_book_consensus
7955b4a6482e08e9c573,2023-07-15 00:00:00+00:00,UFC Fight Night: Holm vs. Bueno Silva,Evan Elder,Genaro Valdez,A,2023-07-16 00:20:00+00:00,2023-07-14 17:55:40+00:00,30.405555555555555,11.0,-305.0,240.0,0.7207267833109018,odds_api_book_consensus,2023-07-15 17:40:40+00:00,6.655555555555556,12.0,-300.0,240.0,0.720565125861786,odds_api_book_consensus
7987b7346db1ebd2bd0b,2024-03-02 00:00:00+00:00,UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino,Tyson Pedro,A,2024-03-02 22:45:00+00:00,2024-03-01 18:55:39+00:00,27.8225,13.0,-310.0,250.0,0.725752508361204,odds_api_book_consensus,2024-03-02 20:00:00+00:00,2.75,13.0,-395.0,300.0,0.7614457831325301,archive_consensus
79af0924ee3e6b13ddee,2022-12-03 00:00:00+00:00,UFC Fight Night: Thompson vs. Holland,Darren Elkins,Jonathan Pearce,B,2022-12-04 00:00:00+00:00,2022-12-02 23:55:38+00:00,24.072777777777777,14.0,362.0,-490.0,0.2063138159061542,odds_api_book_consensus,2022-12-03 23:40:37+00:00,0.32305555555555554,14.0,367.5,-495.0,0.2054296426081878,odds_api_book_consensus
79b69ac82a72706cd8cf,2026-04-11 00:00:00+00:00,UFC 327: Prochazka vs. Ulberg,Chris Padilla,MarQuel Mederos,draw,2026-04-11 22:00:00+00:00,2026-04-10 21:55:38+00:00,24.072777777777777,7.0,-163.0,135.0,0.5924416450537237,odds_api_book_consensus,2026-04-11 21:40:37+00:00,0.32305555555555554,7.0,-150.0,130.0,0.5798319327731092,odds_api_book_consensus
79ea96b2e602b97b13ba,2021-12-04 00:00:00+00:00,UFC Fight Night: Font vs. Aldo,Claudio Puelles,Chris Gruetzemacher,A,2021-12-05 00:10:00+00:00,2021-12-04 00:05:00+00:00,24.083333333333332,16.0,-115.0,-110.0,0.5041017227235438,odds_api_book_consensus,2021-12-04 23:55:00+00:00,0.25,16.0,-125.0,102.5,0.5315398886827458,odds_api_book_consensus
7a09ed3ed52fbb188ce0,2023-06-24 00:00:00+00:00,UFC Fight Night: Emmett vs. Topuria,Amanda Ribas,Maycee Barber,B,2023-06-24 19:00:00+00:00,2023-06-23 15:30:39+00:00,27.489166666666666,14.0,-200.0,164.0,0.6372781381767139,odds_api_book_consensus,2023-06-24 15:15:39+00:00,3.7391666666666667,14.0,-200.0,162.5,0.6363502791654422,odds_api_book_consensus
7a6fc751e9ec06701791,2023-09-09 00:00:00+00:00,UFC 293: Adesanya vs. Strickland,Nasrat Haqparast,Landon Quinones,A,2023-09-10 00:16:00+00:00,2023-09-08 22:35:42+00:00,25.671666666666667,12.0,-480.0,370.0,0.7950401122679716,odds_api_book_consensus,2023-09-09 22:20:41+00:00,1.9219444444444445,10.0,-492.5,370.0,0.7965594559081445,odds_api_book_consensus
7a9f6a522d63cce335f4,2024-12-07 00:00:00+00:00,UFC 310: Pantoja vs. Asakura,Kennedy Nzechukwu,Lukasz Brzeski,A,2024-12-07 23:06:00+00:00,2024-12-06 19:55:38+00:00,27.172777777777778,7.0,-550.0,400.0,0.8092485549132948,odds_api_book_consensus,2024-12-07 19:40:38+00:00,3.4227777777777777,7.0,-550.0,410.0,0.8118668596237337,odds_api_book_consensus
7ac636c703fe71357b6b,2024-02-17 00:00:00+00:00,UFC 298: Volkanovski vs. Topuria,Zhang Mingyang,Brendson Ribeiro,A,2024-02-18 01:10:00+00:00,2024-02-16 22:55:39+00:00,26.239166666666666,12.0,-123.0,100.0,0.5254237288135594,odds_api_book_consensus,2024-02-17 22:40:38+00:00,2.4894444444444446,12.0,-120.0,100.0,0.5217391304347826,odds_api_book_consensus
7ac654b047dd3246fd84,2026-04-18 00:00:00+00:00,UFC Fight Night: Burns vs. Malott,Gilbert Burns,Mike Malott,B,2026-04-18 22:00:00+00:00,2026-04-17 21:05:39+00:00,24.905833333333334,8.0,234.5,-285.0,0.28863785035589107,odds_api_book_consensus,2026-04-18 20:50:37+00:00,1.156388888888889,8.0,225.5,-280.0,0.29427010800316555,odds_api_book_consensus
7afc91a448c93cd7aba0,2022-06-04 00:00:00+00:00,UFC Fight Night: Volkov vs. Rozenstruik,Dan Ige,Movsar Evloev,B,2022-06-04 22:10:00+00:00,2022-06-03 17:05:00+00:00,29.083333333333332,15.0,320.0,-417.0,0.22506082725060828,odds_api_book_consensus,2022-06-04 20:00:00+00:00,2.1666666666666665,15.0,320.0,-417.0,0.2279139481572915,archive_consensus
7b306c1374c56242925f,2024-12-07 00:00:00+00:00,UFC 310: Pantoja vs. Asakura,Movsar Evloev,Aljamain Sterling,A,2024-12-08 01:45:00+00:00,2024-12-06 19:55:38+00:00,29.822777777777777,7.0,-240.0,200.0,0.6787072243346008,odds_api_book_consensus,2024-12-07 19:40:38+00:00,6.072777777777778,7.0,-250.0,200.0,0.6818181818181819,odds_api_book_consensus
7b54a3b0d8eb2d5a7b67,2025-03-08 00:00:00+00:00,UFC 313: Pereira vs. Ankalaev,Joshua Van,Rei Tsuruya,A,2025-03-09 02:15:00+00:00,2025-03-07 22:55:38+00:00,27.322777777777777,7.0,-172.0,140.0,0.602803738317757,odds_api_book_consensus,2025-03-08 22:40:38+00:00,3.5727777777777776,7.0,-163.0,135.0,0.5940252776713904,odds_api_book_consensus
7b922c881cffb049182e,2023-05-06 00:00:00+00:00,UFC 288: Sterling vs. Cejudo,Drew Dober,Matt Frevola,B,2023-05-07 01:30:00+00:00,2023-05-05 22:25:39+00:00,27.0725,15.0,-215.0,175.0,0.6540540540540539,odds_api_book_consensus,2023-05-06 22:10:39+00:00,3.3225,15.0,-225.0,180.0,0.6611909650924025,odds_api_book_consensus
7ba10560371c06098e4f,2020-07-11 00:00:00+00:00,UFC 251: Usman vs. Masvidal,Amanda Ribas,Paige VanZant,A,2020-07-12 02:00:00+00:00,2020-07-11 00:25:00+00:00,25.583333333333332,10.0,-833.0,550.0,0.8535755264494771,odds_api_book_consensus,2020-07-12 00:15:00+00:00,1.75,10.0,-801.0,520.0,0.8460521792949509,odds_api_book_consensus
7bf2fca1f98ea08af691,2025-04-12 00:00:00+00:00,UFC 314: Volkanovski vs. Lopes,Darren Elkins,Julian Erosa,B,2025-04-13 00:00:00+00:00,2025-04-11 21:55:39+00:00,26.0725,6.0,237.5,-295.0,0.2840694552921643,odds_api_book_consensus,2025-04-12 21:40:38+00:00,2.3227777777777776,6.0,227.5,-280.0,0.29159656487036123,odds_api_book_consensus
7bfadc10161cc332457e,2025-10-18 00:00:00+00:00,UFC Fight Night: De Ridder vs. Allen,Charles Jourdain,Davey Grant,A,2025-10-18 22:40:00+00:00,2025-10-17 20:10:40+00:00,26.488888888888887,7.0,-170.0,142.0,0.603756970942178,odds_api_book_consensus,2025-10-18 20:00:00+00:00,2.6666666666666665,8.0,-180.0,154.0,0.6201844818231145,archive_consensus
7bfe66d90bea1994a5bd,2025-03-22 00:00:00+00:00,UFC Fight Night: Edwards vs. Brady,Lone'er Kavanagh,Felipe dos Santos,A,2025-03-22 19:30:00+00:00,2025-03-21 17:05:38+00:00,26.406111111111112,8.0,-284.0,230.5,0.7090105134416821,odds_api_book_consensus,2025-03-22 16:50:38+00:00,2.656111111111111,8.0,-265.0,217.5,0.6973491744225343,odds_api_book_consensus
7c27222a81242cca6018,2022-05-21 00:00:00+00:00,UFC Fight Night: Holm vs. Vieira,Chidi Njokuani,Dusko Todorovic,A,2022-05-22 00:15:00+00:00,2022-05-20 20:15:00+00:00,28.0,15.0,-250.0,198.0,0.6772468584087696,odds_api_book_consensus,2022-05-21 19:55:00+00:00,4.333333333333333,15.0,-263.0,220.0,0.7017986746607763,odds_api_book_consensus
7c3437cafeaff7079cf8,2024-02-10 00:00:00+00:00,UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira,Armen Petrosyan,A,2024-02-11 00:15:00+00:00,2024-02-09 21:05:38+00:00,27.156111111111112,13.0,-120.0,-103.0,0.5199445750755795,odds_api_book_consensus,2024-02-10 20:50:39+00:00,3.4058333333333333,13.0,-120.0,-103.0,0.5180774138664397,odds_api_book_consensus
7c60dbc0e6b50270fa34,2020-08-15 00:00:00+00:00,UFC 252: Miocic vs. Cormier 3,Sean O'Malley,Marlon Vera,B,2020-08-16 04:30:00+00:00,2020-08-14 22:55:00+00:00,29.583333333333332,10.0,-286.0,225.0,0.7065754465982517,odds_api_book_consensus,2020-08-15 22:45:00+00:00,5.75,9.0,-263.0,215.0,0.6964115158957566,odds_api_book_consensus
7c65ff1c684f7ebfdc24,2026-02-07 00:00:00+00:00,UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby,Julius Walker,A,2026-02-07 22:00:00+00:00,2026-02-04 14:00:00+00:00,80.0,7.0,-185.0,154.0,0.6224665518611737,archive_consensus,,,,,,,
7c7843358fca785565c6,2022-08-06 00:00:00+00:00,UFC Fight Night: Santos vs. Hill,Bryan Battle,Takashi Sato,A,2022-08-07 00:20:00+00:00,2022-08-05 23:05:00+00:00,25.25,14.0,-298.5,235.0,0.7165087447413997,odds_api_book_consensus,2022-08-06 22:55:00+00:00,1.4166666666666667,14.0,-312.0,245.0,0.72319269013706,odds_api_book_consensus
7c98a0fd02c1ab994c58,2021-10-09 00:00:00+00:00,UFC Fight Night: Dern vs. Rodriguez,Sabina Mazo,Mariya Agapova,B,2021-10-09 20:45:00+00:00,2021-10-08 18:15:00+00:00,26.5,17.0,-175.0,145.0,0.6067545685866297,odds_api_book_consensus,2021-10-09 20:00:00+00:00,0.75,15.0,-179.0,155.0,0.6206404242300633,archive_consensus
7c9e5d2fe9cd0ff3a1f1,2024-03-02 00:00:00+00:00,UFC Fight Night: Rozenstruik vs. Gaziev,Christian Leroy Duncan,Claudio Ribeiro,A,2024-03-02 19:30:00+00:00,2024-03-01 18:55:39+00:00,24.5725,12.0,-325.0,250.0,0.7293934681181959,odds_api_book_consensus,2024-03-02 18:40:39+00:00,0.8225,12.0,-400.0,300.0,0.7619047619047619,odds_api_book_consensus
7ce50e1db1d33704e345,2025-08-09 00:00:00+00:00,UFC Fight Night: Dolidze vs. Hernandez,Eryk Anders,Christian Leroy Duncan,B,2025-08-09 23:15:00+00:00,2025-08-08 19:55:39+00:00,27.3225,7.0,380.0,-510.0,0.19999999999999998,odds_api_book_consensus,2025-08-09 20:00:00+00:00,3.25,6.0,380.0,-490.0,0.2005438477226377,archive_consensus
7cfa8028c516d79cc32e,2024-12-07 00:00:00+00:00,UFC 310: Pantoja vs. Asakura,Dominick Reyes,Anthony Smith,A,2024-12-08 02:45:00+00:00,2024-12-06 19:55:38+00:00,30.822777777777777,7.0,-370.0,285.0,0.7519134336236475,odds_api_book_consensus,2024-12-07 19:40:38+00:00,7.072777777777778,7.0,-420.0,320.0,0.7723292469352014,odds_api_book_consensus
7d313e26a0cd5d01e2e7,2023-06-10 00:00:00+00:00,UFC 289: Nunes vs. Aldana,Miranda Maverick,Jasmine Jasudavicius,B,2023-06-11 01:16:00+00:00,2023-06-09 23:05:38+00:00,26.172777777777778,13.0,-300.0,230.0,0.7130712008501594,odds_api_book_consensus,2023-06-10 22:50:38+00:00,2.4227777777777777,13.0,-250.0,200.0,0.6818181818181819,odds_api_book_consensus
7db4d213dbe135892f36,2022-06-18 00:00:00+00:00,UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley,Albert Duraev,A,2022-06-19 00:10:00+00:00,2022-06-17 19:55:00+00:00,28.25,15.0,195.0,-244.0,0.32183908045977005,odds_api_book_consensus,2022-06-18 19:45:00+00:00,4.416666666666667,15.0,185.0,-233.0,0.33555356261147334,odds_api_book_consensus
7ddd78f33641c39e0951,2025-07-26 00:00:00+00:00,UFC Fight Night: Whittaker vs. De Ridder,Muslim Salikhov,Carlos Leal,A,2025-07-26 16:00:00+00:00,2025-07-25 13:55:38+00:00,26.072777777777777,7.0,369.0,-500.0,0.2037351443123938,odds_api_book_consensus,2025-07-26 13:40:38+00:00,2.3227777777777776,7.0,410.0,-550.0,0.18813314037626638,odds_api_book_consensus
7de204aa2d309ba9483f,2022-02-05 00:00:00+00:00,UFC Fight Night: Hermansson vs. Strickland,Malcolm Gordon,Denys Bondar,A,2022-02-05 21:00:00+00:00,2022-02-02 14:00:00+00:00,79.0,13.0,205.0,-256.0,0.3131597466572836,archive_consensus,2022-02-05 20:00:00+00:00,1.0,13.0,237.0,-294.0,0.2845217290833201,archive_consensus
7df7a78853911d29ef08,2023-04-22 00:00:00+00:00,UFC Fight Night: Pavlovich vs. Blaydes,Francis Marshall,William Gomis,B,2023-04-22 20:10:00+00:00,2023-04-21 20:05:40+00:00,24.072222222222223,15.0,-205.0,165.0,0.6386898063140438,odds_api_book_consensus,2023-04-22 20:00:00+00:00,0.16666666666666666,15.0,-204.0,163.0,0.6383191357730928,archive_consensus
7e061d48dd0a6cc7a9c2,2026-02-07 00:00:00+00:00,UFC Fight Night: Bautista vs. Oliveira,Bruna Brasil,Ketlen Souza,B,2026-02-07 23:50:00+00:00,2026-02-06 22:15:37+00:00,25.573055555555555,8.0,132.0,-157.5,0.4129061951999671,odds_api_book_consensus,2026-02-07 22:00:38+00:00,1.8227777777777778,8.0,127.0,-151.0,0.4240306131681725,odds_api_book_consensus
