event_uid,event_name,event_date,snapshot_kind,requested_snapshot,actual_snapshot,event_start_utc,api_event_id,commence_time,fighter_a,fighter_b,book_key,book_title,book_last_update,market_last_update,odds_a,odds_b,response_sha256
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,lowvig,LowVig.ag,2022-01-15T22:45:31Z,2022-01-15T22:45:31Z,-204,175,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,williamhill_us,William Hill (US),2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-222,180,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,draftkings,DraftKings,2022-01-15T22:49:59Z,2022-01-15T22:49:59Z,-227,185,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,sugarhouse,SugarHouse,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-250,195,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,twinspires,TwinSpires,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-250,195,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,betrivers,BetRivers,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-250,195,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,fanduel,FanDuel,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-238,198,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,barstool,Barstool Sportsbook,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-250,195,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,wynnbet,WynnBET,2022-01-15T22:50:03Z,2022-01-15T22:50:03Z,-227,180,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,unibet,Unibet,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,-250,195,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,03558625730be30dca0b0a3c6a829ba3,2022-01-16T03:00:00Z,Giga Chikadze,Calvin Kattar,bovada,Bovada,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-233,180,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,williamhill_us,William Hill (US),2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,135,-161,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,mybookieag,MyBookie.ag,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,140,-169,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,wynnbet,WynnBET,2022-01-15T22:50:03Z,2022-01-15T22:50:03Z,135,-159,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,fanduel,FanDuel,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,142,-167,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,betfair,Betfair,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,148,-152,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,betonlineag,BetOnline.ag,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,135,-156,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,lowvig,LowVig.ag,2022-01-15T22:45:31Z,2022-01-15T22:45:31Z,135,-154,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,draftkings,DraftKings,2022-01-15T22:49:59Z,2022-01-15T22:49:59Z,140,-161,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,sugarhouse,SugarHouse,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,140,-182,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,twinspires,TwinSpires,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,140,-182,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,betrivers,BetRivers,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,140,-182,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,barstool,Barstool Sportsbook,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,140,-182,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,unibet,Unibet,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,140,-182,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,10aabd6bdacd62ddc2617e3eab7a55a1,2022-01-16T01:45:00Z,Rogerio Bontorin,Brandon Royval,bovada,Bovada,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,140,-169,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,betfair,Betfair,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,-132,126,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,mybookieag,MyBookie.ag,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-130,100,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,betonlineag,BetOnline.ag,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-143,121,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,lowvig,LowVig.ag,2022-01-15T22:45:31Z,2022-01-15T22:45:31Z,-141,121,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,williamhill_us,William Hill (US),2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-141,120,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,draftkings,DraftKings,2022-01-15T22:49:59Z,2022-01-15T22:49:59Z,-141,120,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,fanduel,FanDuel,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-135,116,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,wynnbet,WynnBET,2022-01-15T22:50:03Z,2022-01-15T22:50:03Z,-141,120,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,sugarhouse,SugarHouse,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-137,110,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,twinspires,TwinSpires,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-137,110,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,betrivers,BetRivers,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-137,110,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,barstool,Barstool Sportsbook,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-137,110,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,bovada,Bovada,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-139,114,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,7f40e6524f521587d5c2d224a73ac051,2022-01-16T02:15:00Z,Jake Collier,Chase Sherman,unibet,Unibet,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,-137,110,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,betfair,Betfair,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,-119,114,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,mybookieag,MyBookie.ag,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-115,-115,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,betonlineag,BetOnline.ag,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-130,109,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,lowvig,LowVig.ag,2022-01-15T22:45:31Z,2022-01-15T22:45:31Z,-130,109,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,williamhill_us,William Hill (US),2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-125,105,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,draftkings,DraftKings,2022-01-15T22:49:59Z,2022-01-15T22:49:59Z,-125,105,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,sugarhouse,SugarHouse,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-123,100,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,twinspires,TwinSpires,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-123,100,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,betrivers,BetRivers,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-123,100,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,fanduel,FanDuel,2022-01-15T22:50:00Z,2022-01-15T22:50:00Z,-127,108,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,barstool,Barstool Sportsbook,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-123,100,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,wynnbet,WynnBET,2022-01-15T22:50:03Z,2022-01-15T22:50:03Z,-125,105,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,bovada,Bovada,2022-01-15T22:50:01Z,2022-01-15T22:50:01Z,-141,115,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,betmgm,BetMGM,2022-01-15T22:50:02Z,2022-01-15T22:50:02Z,-125,105,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
a7def4ca7bcf0c56a14a,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,close,2022-01-15T23:00:00+00:00,2022-01-15 22:55:00+00:00,2022-01-15T23:15:00+00:00,97507cf7f8d795f173a1aedd44d61188,2022-01-15T23:15:00Z,Ramiz Brahimaj,Court McGee,unibet,Unibet,2022-01-15T22:49:55Z,2022-01-15T22:49:55Z,-123,100,5080479faa7b5b3273d683a7ad73c5d8d065043e5a8aebde77d83094a3ccded7
753e4ac05cd348ba717b,UFC 270: Ngannou vs. Gane,2022-01-22,discovery_72h,2022-01-19T00:00:00+00:00,2022-01-18 23:55:00+00:00,2022-01-23T03:00:00+00:00,3bbc0499612efae81b15d34c95214e10,2022-01-23T03:00:00Z,Cody Stamann,Said Nurmagomedov,draftkings,DraftKings,2022-01-18T23:48:14Z,2022-01-18T23:48:14Z,155,-179,c2e6560390a881de13a9ff710db619e1fac201aa519a458f09620d09d2888781
753e4ac05cd348ba717b,UFC 270: Ngannou vs. Gane,2022-01-22,discovery_72h,2022-01-19T00:00:00+00:00,2022-01-18 23:55:00+00:00,2022-01-23T03:00:00+00:00,3bbc0499612efae81b15d34c95214e10,2022-01-23T03:00:00Z,Cody Stamann,Said Nurmagomedov,unibet,Unibet,2022-01-18T23:49:06Z,2022-01-18T23:49:06Z,160,-200,c2e6560390a881de13a9ff710db619e1fac201aa519a458f09620d09d2888781
753e4ac05cd348ba717b,UFC 270: Ngannou vs. Gane,2022-01-22,discovery_72h,2022-01-19T00:00:00+00:00,2022-01-18 23:55:00+00:00,2022-01-23T03:00:00+00:00,3bbc0499612efae81b15d34c95214e10,2022-01-23T03:00:00Z,Cody Stamann,Said Nurmagomedov,betfair,Betfair,2022-01-18T23:48:12Z,2022-01-18T23:48:12Z,-10000,-179,c2e6560390a881de13a9ff710db619e1fac201aa519a458f09620d09d2888781
